name,iso_country,municipality,iata_code
Suwon Airport,KR,,SWU
Camp Stanley (H 207) Heliport,KR,Camp Stanley,
"H 264 Heliport,KR,""Yongsan, Seoul"","
Taean Airport,KR,Taean,QDY
Paekado Helipad,KR,Paekado (Ul-do),
Taejon Airfield,KR,Taejon,
Seongmu Airport,KR,,
Pohang Airport (G-815/K-3),KR,Pohang,KPO
Jungwon Air Base/Chungju Airport,KR,Gimseang-ro,
Daegu Airport,KR,Daegu,TAE
Seosan Air Base,KR,Seosan,HMY
Sangju Airfield,KR,Sangju,
Cheongju International Airport/Cheongju Air Base (K-59/G-513),KR,Cheongju,CJJ
Woong Cheon Heliport,KR,Sohwang,
Yecheon Airbase,KR,Yecheon-ri,YEC
Kairuku Airport,PG,Yule Island,RKU
Jochiwon Airfield (G-505),KR,Jochiwon,
G 536 Airport,KR,Songdang-ri,
Yongchon Airport (G-801),KR,Yeongcheon,
Rokeby Airport,AU,Rokeby,RKY
Rosella Plains Airport,AU,Rosella Plains,RLP
Basanth Nagar Airport,IN,Ramagundam,RMD
Rampart Airport,US,Rampart,RMP
RegiÃƒÆ’Ã‚Â³n de Murcia International Airport,ES,Corvera,RMU
Robinson River Airport,PG,Robinson River,RNR
Clinceni Airfield,RO,Clinceni,
Banesti,RO,,
"Aerodrom Fratauti,RO,""RA,,AfdA,,AfuA^A>i"","
"Ineu ""King's Land"" field,RO,,"
Aerodrom SÃƒâ€žÃ‚Æ’licea,RO,,
Aerodromul SÃƒÆ’Ã‚Â¢npetru-BraÃƒË†Ã‚â„¢ov,RO,BraA^A(tm)ov,
Aerodromul SÃƒâ€žÃ‚Æ’uleÃƒË†Ã‚â„¢ti,RO,Deva,
Aeroportul Sportiv Elie Carafoli,RO,TAC/rgu MureA^A(tm),
Aerodromul Charlie Bravo Siria,RO,Arad,
Aerodrom Ghimbav,RO,,
Aerodrom Prejmer,RO,,
Aerodromul CostineÃƒË†Ã‚â„¢ti,RO,CostineA^A(tm)ti,
Aeroclubul Balta-Verde,RO,,
Aerodromul Alexeni,RO,Alexeni,
SiliÃƒË†Ã‚â„¢tea GumeÃƒË†Ã‚â„¢ti Air Base,RO,,
"Aerial Club VÃƒâ€žÃ‚Æ’deni,RO,""VA,,Afdeni"","
Aerodrom Cioca,RO,Cioca,
Cobrex Heliport,RO,BraA^A(tm)ov,
Comana Airstrip,RO,Comana,
Aerodromul BuziaÃƒâ€¦Ã‚Å¸,RO,BuziaA...AY,
Fazi Airstrip,RU,,
"LÃƒâ€žÃ‚Æ’zarea Airstrip,RO,""LA,,Afzarea"","
Aerodrom Drobeta,RO,Drobeta,
"Aerodrom Piatra Craiului,RO,""ZA,,AfrneA^A(tm)ti"","
Aerodromul Topoloveni,RO,Topoloveni,
Salonti Airstrip,RO,,
Aerodromul Ciceu-Andras,RO,Miercurea Ciuc,
Ghindari Airfield,RO,Ghindari,
Aerodrom Crasna,RO,Crasna,
Lester Helo Pad NÃƒâ€šÃ‚Âº 2,JP,,
White Beach Helipad CFAO,JP,,
Naha Airport,JP,Naha,OKA
Ie Shima Auxiliary Air Base,JP,,
Kadena Air Base,JP,,DNA
Ishigaki Airport,JP,Ishigaki,
Kumejima Airport,JP,,UEO
Kerama Airport,JP,Kerama,KJP
Minami-Daito Airport,JP,MinamidaitA...A,MMD
Miyako Airport,JP,Miyako City,MMY
Aguni Airport,JP,Aguni,AGJ
Ie Jima Airport,JP,Ie,IEJ
Hateruma Airport,JP,Hateruma,HTR
Kitadaito Airport,JP,KitadaitA...Ajima,KTD
Shimojishima Airport,JP,Shimojishima,SHI
Tarama Airport,JP,Tarama,TRA
Yoron Airport,JP,Yoronjima,RNJ
Futenma Marine Corps Air Station,JP,,
Yonaguni Airport,JP,,OGN
Pagbilao Grande Island Airport,PH,,
Nonoc Airport,PH,,
Magat River Management Project  Airstrip,PH,Ramon,
Pasar Airport,PH,,
Seahawk Lz Airstrip,PH,,
Malita Airport,PH,,
Balesin Island Airport,PH,Balesin,BSI
Pinamalayan Airport,PH,,
Subic Bay International Airport,PH,Olongapo City,SFS
Diosdado Macapagal International Airport,PH,Angeles/Mabalacat,CRK
Laoag International Airport,PH,Laoag City,LAO
Jomalig Island Airport,PH,Jomalig,
Ninoy Aquino International Airport,PH,Manila,MNL
Palanan Community Airport,PH,Palanan,
Cuyo Airport,PH,Cuyo,CYU
Legazpi City International Airport,PH,Legazpi City,LGP
Carmen Rosales Airstrip,PH,Carmen,
Danilo Atienza Air Base,PH,Cavite City,SGL
Itbayat Airport,PH,Itbayat,
Lubang Airport,PH,,LBX
Fort Magsaysay Airport,PH,Fort Magsaysay,
Corregidor Airport,PH,Corregidor,
Alabat Island Airport,PH,Alabat Island,
Sorsogon Airport,PH,Sorsogon,
Allah Valley Airport,PH,Surallah,AAV
Rajah Buayan Air Base,PH,General Santos City,
Awang Airport,PH,Cotabato City,CBO
Francisco Bangoy International Airport,PH,Davao City,DVO
Bancasi Airport,PH,Butuan City,BXU
Bislig Airport,PH,,BPH
Dipolog Airport,PH,Dipolog City,DPL
Camiguin Airport,PH,,CGM
Iligan Airport,PH,,IGN
Jolo Airport,PH,,JOL
Cagayan De Oro Airport,PH,Cagayan De Oro City,
Malabang Airport,PH,Malabang,MLP
Sanga Sanga Airport,PH,,TWT
Labo Airport,PH,Ozamiz City,OZC
Pagadian Airport,PH,Pagadian City,PAG
Mati National Airport,PH,Mati,MXI
General Santos International Airport,PH,General Santos,GES
Surigao Airport,PH,Surigao City,SUG
Cagayan de Sulu Airport,PH,Mapun,CDY
Ipil Airport,PH,Ipil,IPE
Tandag Airport,PH,,TDG
Liloy Airport,PH,,
Malaybalay Airport,PH,Malaybalay City,
Zamboanga International Airport,PH,Zamboanga City,ZAM
Siargao Airport,PH,Del Carmen,IAO
Bantayan Airport,PH,,
"Cesar Lim Rodriguez Airport,PH,""Taytay Airport, Sandoval Airport"",RZP"
Maasin Airport,PH,,
Ubay Airport,PH,Ubay,
Semirara Airport,PH,Caluya,
Aparri (Maura) Airport,PH,,
Loakan Airport,PH,Baguio City,BAG
Daet Airport,PH,Daet,DTE
Lucena Airport,PH,Lucena,
Basa Air Base,PH,Floridablanca,
Lingayen Airport,PH,,
San Jose Airport,PH,San Jose,SJI
Iba Airport,PH,Iba,
Castillejos Airport,PH,Castillejos,
Calapan Airport,PH,Calapan City,
Fernando Air Base,PH,,
Mamburao Airport,PH,,MBO
Naga Airport,PH,Naga,WNP
Basco Airport,PH,Basco,BSO
Jose Panganiban,PH,Larap,
Vigan Airport,PH,Vigan City,
Dr.Juan C. Angara Airport,PH,Baler,BQA
San Fernando Airport,PH,,SFE
Tuguegarao Airport,PH,Tuguegarao City,TUG
Bulan Airport,PH,Bulan,
Virac Airport,PH,Virac,VRC
Marinduque Airport,PH,Gasan,MRQ
Plaridel Airport,PH,Plaridel,
Cauayan Airport,PH,Cauayan City,CYZ
Bagabag Airport,PH,,
Roper Valley Airport,AU,Roper Valley,RPV
Daniel Z. Romualdez Airport,PH,Tacloban City,TAC
Bacolod-Silay Airport,PH,Bacolod City,BCD
Calbayog Airport,PH,Calbayog City,CYP
Sibulan Airport,PH,Dumaguete City,DGT
Godofredo P. Ramos Airport,PH,Malay,MPH
Catarman National Airport,PH,Catarman,CRM
Guiuan Airport,PH,Guiuan,
Hilongos Airport,PH,Hilongos,
Iloilo International Airport,PH,Iloilo City,ILO
Moises R. Espinosa Airport,PH,Masbate,MBT
Kalibo International Airport,PH,Kalibo,KLO
Wasig Airport,PH,Mansalay,
Mactan Cebu International Airport,PH,Lapu-Lapu City,CEB
Ormoc Airport,PH,Ormoc City,OMC
Puerto Princesa Airport,PH,Puerto Princesa City,PPS
Biliran Airport,PH,,
Roxas Airport,PH,Roxas City,RXS
Evelio Javier Airport,PH,San Jose,EUQ
Tagbilaran Airport,PH,Tagbilaran City,TAG
Tugdan Airport,PH,Tablas Island,TBH
Francisco B. Reyes Airport,PH,Coron,USU
Borongan Airport,PH,Borongan City,
Catbalogan Airport,PH,,
Siquijor Airport,PH,,
Marromeu Airport,MZ,Marromeu,RRM
Bela Crkva Airport,RS,Bela Crkva,
Bojnik Airport,RS,Bojnik,
"Aerodrom ""13.Maj"",RS,Zemun Polje,"
Sjenica Air Base,RS,Sjenica,
Aerodrom Vojka Nova Pazova,RS,,
Backi Monostor Airfield,RS,Sombor,
Smederevo Airport,RS,Smederevo,
"Sportski Aerodrom ""Kozhirsko Polje"",RS,KruA...A!evac,"
BanjiÃƒâ€žÃ‚Âki Vis Heliport,RS,,
BogatiÃƒâ€žÃ‚â€¡,RS,,
"SurÃƒâ€žÃ‚Âin Airstrip,RS,""SurA,,Ain"","
Titel Airstrip,RS,Titel,
VrÃƒâ€¦Ã‚Â¡aÃƒâ€žÃ‚Âki Ritovi Airstrip,RS,,
Progar Airstrip,RS,Progar,
Scotts Field,US,Fontaine,
Rose Bay Seaplane Base,AU,Sydney,RSE
Levashovo Air Base,RU,St. Petersburg,
Afrikanda Air Base,RU,Afrikanda,
Alexandrovo Air Base,RU,,
Aleysk Air Base,RU,Aleysk,
Andreapol Air Base,RU,Andreapol,
Arabatuk Air Base,RU,Daurija,
Ashchebutak Air Base,RU,Novoorsk,
Bada Air Base,RU,Bada,
Bakhmutovo Air Base,RU,Rzhev,
Balashov Air Base,RU,Balashov,
Baltiysk Air Base,RU,Baltiysk,
Khariusny Airfield,RU,Umbozero,
Bezrechnaya-2 Air Base,RU,Mirnaya,
Borisoglebsk Air Base,RU,Borisoglebsk,
Khotilovo Air Base,RU,Bologoye,
Lipetsk Air Base,RU,Lipetsk,
Pugachev Airport,RU,Pugachev,
Buturlinovka Air Base,RU,Buturlinovka,
Chebenki Air Base,RU,Orenburg,
Chekurovka Air Base,RU,Tiksi,
Korsakov Heliport,RU,Korsakov-Sakhalin Island,
Chornoye Air Base,RU,Moscow,
Chindant Air Base,RU,Borzya,
Krasnaya Polyana Heliport,RU,Krasnaya Polyana,
Nogliki Airport,RU,Nogliki-Sakhalin Island,NGK
Novaya Airport,RU,Novaya-Sakhalin Island,
Rybnovsk Airport,RU,Rybnovsk-Sakhalin Island,
Kaliningrad Chkalovsk Naval Air Base,RU,Kaliningrad,
Kansk West Airport,RU,,
Tyukhtet North,RU,,
Khodynka Airport,RU,Moscow,
Shimanovsk Airport,RU,Shimanovsk,
Plestsy Airport,RU,Plesetsk,
Verkhnyaya Toyma Airport,RU,Verkhnyaya Toyma,
Grozny North Airport,RU,Grozny,GRV
Irkutsk Northwest Airport,RU,Irkutsk,
Kaliningrad Devau Airport,RU,Kaliningrad,
Palana (East) Airport,RU,Palana,
Kachalovka Airfield,RU,Kachalovka,
Syktyvkar Southwest,RU,Syktyvkar,
Taly Ruchey Air Base,RU,Umba,
Pravdinsk Airport,RU,Balakhna,
Mius Airport,RU,Sarov,
Krasnovishersk Airport,RU,Krasnovishersk,
Saratov South Airport,RU,Saratov,
Tatischevo Air Base,RU,Tatischevo,
Kazan Old Airport,RU,Kazan,
Menzelinsk Airport,RU,Menzelinsk,
Yelabuga North Airport,RU,Yelabuga,
Yamburg Airport,RU,Yamburg,
Nikolsk Airport,RU,Nikolsk,
Baley Airport,RU,Baley,
Iultin Airport,RU,Iul'tin,
Kyren Airport,RU,Kyren,
Bereznik Airport,RU,Bereznik,
Taksimo Airport,RU,Taksimo,
Tarnogskiy Gorodok Airport,RU,Tarnogskiy Gorodok,
Tasayevo Airport,RU,Tasayevo,
Alakurtti Naval Air Base,RU,Alakurtti,
Chernyakhovsk Naval Air Base,RU,Chernyakhovsk,
Donskoye Air Base,RU,Donskoye,
Kalinovskaya Airfield,RU,Kalinovskaya,
Lakhta Naval Air Base,RU,Arkhangelsk,
Ostrov Naval Air Base,RU,Ostrov,
Pribylovo Naval Air Base,RU,Pribilovo,
Severomorsk-2 Naval Air Base,RU,Severomorsk,
Veshchevo Naval Air Base,RU,Veshchevo,
Kronshtadt Airfield,RU,,
Kummolovo Airfield,RU,,
Manushkino Airfield,RU,Manushkino,
Kuznetsovo Airfield,RU,,
Gorskaya Airfield,RU,,
Gostilitsy Airfield,RU,Gostilitsy,
Borki Airfield,RU,Novgorod,
Korpikyulya Airfield,RU,Gatchina,
Lepsari Airfield,RU,,
Sivoritsy Airfield,RU,,
Yermilovo Air Base,RU,,
Kuznetsovo Airfield,RU,Rozhdestveno,
Murmashi Airfield,RU,Murmansk,
Leonidovo Air Base,RU,Leonidovo,
Bolchary Airport,RU,Bolchary,
Verkhnyaya Zolotitsa Airport,RU,,
Vozhgora Airport,RU,,
Dolgoshchelye Airport,RU,Dolgoshchelye,
Zavetnoe Airport,RU,,
Indiga Airport,RU,,
Urup Airport,RU,Kastrikum,
Krymsk Air Base,RU,Krymsk,
Krasnodar Tsentralny Air Base,RU,Krasnodar,
Baronovskiy Airfield,RU,Armavir,
Myskhako Airport,RU,Novorossiysk,
Sasovo Airfield,RU,Sasovo,
Buguruslan Glavny Airfield,RU,Buguruslan,
Troekurovka Air Base,RU,Syzran,
Bezenchuk Airfield,RU,Bezenchuk,
Oktyabrskiy Airfield,RU,Maykop,
Oktyabrskiy Air Base,RU,Oktyabrskiy,
Aleksandrovskoye Airport,RU,Aleksandrovskoye,
Amazar Air Base,RU,Amazar,
Ashuluk Airfield,RU,,
Atkarsk Airport,RU,Atkarsk,
Azov Airfield,RU,Azov,
Barabinsk Airport,RU,Barabinsk,
Barguzin Airport,RU,Barguzin,
Basy Airfield,RU,,
Bataysk Air Base,RU,Bataysk,
Berdsk Airfield,RU,Berdsk,
ObGES Airfield,RU,Novosibirsk,
Mochische Airfield,RU,Novosibirsk,
Dresba Air Base,RU,Pevek,
Yevsino Airfield,RU,Evsino,
Kamen-na-Obi Airfield,RU,Kamen-na-Obi,
Kalmanka Airfield,RU,Novo-Romanovo,
Slavgorod Severniy Air Base,RU,,
Severnoye Airport,RU,Severnoe,
Klyuchi Airfield,RU,Klyuchi,
Chistoozyornoe Airfield,RU,Chistoozyornoe,
Srednebeloye Helicopter Base,RU,Srednebeloye,
Ishim Airfield,RU,Ishim,
Verkhneimbatsk Airport,RU,Verkhneimbatsk,
Yalutorovsk Airfield,RU,Yalutorovsk,
Birobidzhan Yuzhniy Airfield,RU,,
Birofeld Airfield,RU,,
Bobrovka Air Base,RU,Kinel,
Borzya Zapadnaya Airfield,RU,Borzya,
Bryansk Airport,RU,Bryansk,
Budyonnovsk Air Base,RU,Budyonnovsk,
Buzuluk Airport,RU,Buzuluk,
Yefremov Air Base,RU,Yefremov,
Troitskoye Air Base,RU,Troitskoye,
Chernigovka Air Base,RU,Chernigovka,
Kashtak Airfield,RU,Chita,
Chizha Airport,RU,Chizha,
Esso Airport,RU,Esso,
Galyonki Air Base,RU,Galyonki,
Gazimurskiy Zavod Airport,RU,Gazimurskiy Zavod,
Girvas Air Base,RU,Girvas,
Goryachinsk Airport,RU,Goryachinsk,
Gryazi Airfield,RU,Gryazi,
Idrinskoye Airport,RU,Idrinskoye,
Imeni Poliny Osipenko Airport,RU,Imeni Poliny Osipenko,
Avachinskiy Heliport,RU,Yelizovo,
Dubrovitsy Airfield,RU,Podolsk,
Chaikovskiy Airport,RU,Chaikovskiy,
Froly Airfield,RU,Froly,
Kurkachi Airfield,RU,Kurkachi,
Maikhe Airfield,RU,Shtykovo,
Uglovaya Air Base,RU,Artyom,
Saint Petersburg Children's Hospital No.1 Helipad,RU,Saint Petersburg,
Petropavlovskaya Krepost Helipad,RU,Saint Petersburg,
Mozdok Air Base,RU,Mozdok,
Komendantskiy Airfield,RU,St. Petersburg,
Ropsha Airfield,RU,Ropsha,
Seltso Airfield,RU,Seltso,
Solnechniy Airfield,RU,Krasnoyarsk,
Manskiy Airfield,RU,Shalinskoye,
Severskaya Airfield,RU,Severskaya,
Izborsk Airport,RU,Izborsk,
Sennaya Guba Helipad,RU,Sennaya Guba,
Tikhvin Airport,RU,Tikhvin,
Maksimkin Yar Airport,RU,Maksimkin Yar,
Yegorlykskaya Air Base,RU,Yegorlykskaya,
Tikhoretsk Air Base,RU,Tikhoretsk,
Agoy Airfield,RU,Agoy,
Giaginskaya Airfield,RU,Giaginskaya,
Mozhga Airport,RU,Mozhga,
Sarmany Airport,RU,Sarmanovo,
Byngi Airfield,RU,Nevyansk,
Baltym Airfield,RU,Krasny Aduy,
Troitsk Air Base,RU,Troitsk,
Gudron Airfield,RU,Orsk,
Georgiyevka Airfield,RU,Georgiyevka,
Emergency Medicine Research Institute Helipad,RU,Saint Petersburg,
Ambassador Hotel Helipad,RU,Saint Petersburg,
Marli Helipad,RU,Saint Petersburg,
Uglich Fominskoye Helipad,RU,Uglich,
Yaskino Helipad,RU,Vologda,
Tushino Children's Hospital Helipad,RU,Moscow,
Alyye Parusa Helipad,RU,Moscow,
Solntsevo Heliport,RU,Moscow,
Chegdomyn Airport,RU,Chegdomyn,
Kyargozero Air Base,RU,Ramentsy,
Yuryevskoye Airport,RU,Yuryevskoye,
Marino Airstrip,RU,Filimonovo,
Torzhok Helicopter Base,RU,Torzhok,
Blagoveshchenye Airfield,RU,Sergiev Posad,
Dubna Seaplane Base,RU,Dubna,
Kostomuksha Airport,RU,Kostomuksha,
Pugachyov Heliport,RU,Pugachyov,
Pyaozero Airport,RU,Pyaozerskiy,
Kozhin Airfield,RU,Ozinki,
Pushkino Heliport,RU,Zverosovkhoz,
Sinegorye Airport,RU,Sinegorye,
Kinel-Cherkassy Air Base,RU,Kinel-Cherkassy,
Tomtor Airport,RU,Tomtor,
Zimovniki Air Base,RU,Zimovniki,
Solnechniy Airport,RU,Ust-Ynykchan,
Dzhebariki-Khaya Airport,RU,Dzhebariki-Khaya,
Typliy Klyuch Airport,RU,Khandyga,KDY
Shabanovo Airfield,RU,Pskov,
Karachikha Airfield,RU,Yaroslavl,
Koyda Airport,RU,Koyda,
Kanevka Airport,RU,Kanevka,
Sosnovka Airport,RU,Sosnovka,
Tetrino Airport,RU,Tetrino,
Chavanga Airport,RU,Chavanga,
Chapoma Airport,RU,Chapoma,
Derevyannoe Airport,RU,Derevyannoe,
Aginskoye Airport,RU,Aginskoye,
Taganrog Tsentralny Air Base,RU,Taganrog,
Arsenyev Airfield,RU,Arsenyev,
Panki Heliport,RU,Lyubertsy,
Ukhtomskaya Heliport,RU,Lyubertsy,
Zhulebino Heliport,RU,Moscow,
Vokhma Airport,RU,Vokhma,
Sormovo Airfield,RU,Nizhniy Novgorod,
Bolshoye Gryzlovo Airfield,RU,Pushchino,
Drakino Airfield,RU,Serpukhov,
Volosovo Airfield,RU,Volosovo,
Sonino Airstrip,RU,Sonino,
Lobanovo Airstrip,RU,Barybino,
Malino Heliport,RU,Malino,
Pakhomovo Airfield,RU,Pakhomovo,
Bronnitsy Airfield,RU,Bronnitsy,
Korobcheyevo Airfield,RU,Kolomna,
Uzunovo Airport,RU,Uzunovo,
Rydoma Airfield,RU,Tula,
Myasnovo Airfield,RU,Tula,
Ryazhsk Airfield,RU,Ryazhsk,
Vatulino Airfield,RU,Ruza,
Bezhitsa Airfield,RU,Bryansk,
Kasimov Airport,RU,Kasimov,
Emergency Children's Surgery and Traumatology Research Institute Helipad,RU,Moscow,
Akhty Airfield,RU,,
Vyazma Zapadny Airstrip,RU,Vyazma,
Kozelsk Heliport,RU,Kozelsk,
Medyn Airfield,RU,Medyn,
Starodub Airport,RU,Starodub,
Seshcha Air Base,RU,Dubrovka,
Rybinsk Yuzhny Airfield,RU,Rybinsk,
Kirzhach Airfield,RU,Kirzhach,
Ivanovo Yasyunikha Airfield,RU,Ivanovo,
Teykovo Heliport,RU,Teykovo,
Nikitino Airfield,RU,Taldom,
Kolchugino Airport,RU,Kolchugino,
Alferyevo Airfield,RU,Volokolamsk,
Yegoryevsk Airfield,RU,Yegoryevsk,
Novaya Heliport,RU,Balashikha,
Shevlino Helipad,RU,,
Anosino-1 Helipad,RU,,
Barvikha-3 Helipad,RU,Barvikha,
City Clinical Hospital No.71 Helipad,RU,Moscow,
City Clinical Hospital No.20 Helipad,RU,Moscow,
Emergency Medicine Research Institute Helipad,RU,Moscow,
Nagornoye Helipad,RU,Mytishchi,
Vyazma Airport,RU,Vyazma,
City Clinical Hospital No.15 Helipad,RU,Moscow,
City Clinical Hospital No.7 Helipad,RU,Moscow,
Bakovka Helipad,RU,Moscow,
Golitsyno Helipad,RU,Golitsyno,
Anino Helipad,RU,Moscow,
MKAD 35 Kilometr Helipad,RU,Moscow,
Alabino Helipad,RU,Moscow,
Pavlovskoye Helipad,RU,,
Barvikha-4 Helipad,RU,,
Novo-Ogaryovo Helipad,RU,,
Ogaryovo Heliport,RU,Moscow,
Gorki-9 Heliport,RU,Moscow,
Crocus Expo Helipad,RU,Krasnogorsk,
City Children's Clinical Hospital No.9 Helipad,RU,Moscow,
Belaya Dacha Helipad,RU,Kotelniki,
Sofrino Helipad,RU,Sofrino,
Vlasikha Helipad,RU,Vlasikha,
MKAD 63 Kilometr Helipad,RU,Moscow,
Oyok Airfield,RU,Irkutsk,
Rzhevka Heliport,RU,St. Petersburg,
Sukhaya Rechka Naval Air Base,RU,Primorskiy,
Vera Helipad,RU,Kratovo,
Anosino-2 Heliport,RU,,
Bely Klyuch Airfield,RU,Ulyanovsk,
Millerovo Air Base,RU,Millerovo,
Millerovo Airport,RU,Millerovo,
Bogorodsk Airfield,RU,Bogorodsk,
Primorsko-Akhtarsk Air Base,RU,Primorsko-Akhtarsk,
Temryuk Heliport,RU,Temryuk,
Korenovsk Air Base,RU,Korenovsk,
Kushchyovskaya Air Base,RU,Kushchyovskaya,
Goreloye Airfield,RU,Tambov,
Kineshma Airport,RU,Kineshma,
Nezhitino Airport,RU,Nezhitino,
Yuryevets Airport,RU,Yuryevets,
Krasnogorye Airport,RU,Krasnogorye,
Udskoye Airport,RU,Udskoye,
Burevestnik Yacht-club Helipad,RU,Dolgoprudny,
Rechnoy Yacht-club Helipad,RU,Saint Petersburg,
Pereyaslavka Air Base,RU,Pereyaslavka,
Marinovka Air Base,RU,Volgograd,
Varfolomeyevka Air Base,RU,Arsenyev,
Lensovetovskiy Heliport,RU,Saint Petersburg,
Volen Heliport,RU,Yakhroma,
Pridachinskaya Damba Heliport,RU,Voronezh,
Privolzhskiy Air Base,RU,Astrakhan,
Kapustin Yar Airfield,RU,Znamensk,
Srednyaya Akhtuba Airfield,RU,Srednyaya Akhtuba,
Beketovka Air Base,RU,Volgograd,
Kotelnikovo Airfield,RU,Kotelnikovo,
Romanovskaya Airport,RU,Romanovskaya,
Kholodnogorskiy Airfield,RU,Stavropol,
Sal'sk Airfield,RU,Sal'sk,
Mikhaylovka Airfield,RU,Mikhaylovka,
Belaya Kalitva Airport,RU,Belaya Kalitva,
Zernograd Air Base,RU,Zernograd,
Dubki Airfield,RU,Saratov,
Zabelskiy Airfield,RU,Ufa,
Loginovo Airfield,RU,Loginovo,
Rozhdestveno Airfield,RU,Samara,
Sokol Air Base,RU,Orsk,
Kupino Air Base,RU,Kupino,
Pervomayskiy Airport,RU,Pervomayskiy,
Oryol Severny Airport,RU,Oryol,
Morshansk Air Base,RU,Morshansk,
Usman Airfield,RU,Usman,
Mordovo Airport,RU,Mordovo,
Ryshkovo Airfield,RU,Kursk,
Kamenka Air Base,RU,Kamenka,
Vozdvizhenka Air Base,RU,Ussuriysk,
Pristan Naval Air Base,RU,Shkotovo,
Khorol Air Base,RU,Khorol,
Mys Nizmenny Airport,RU,Ugolnye Kopi,
Khvalynka Air Base,RU,Spassk-Dalniy,
Novonezhino Airfield,RU,Novonezhino,
Novorossiya Airfield,RU,Smolyaninovo,
Kansk Tsentralny Airport,RU,Kansk,
Lesnoy Airfield,RU,Barnaul,
Charyshskoye Airfield,RU,Charyshskoye,
Ubinskoye Airport,RU,Ubinskoye,
Yurt-Ora Airstrip,RU,Yurt-Ora,
Kubovaya Heliport,RU,,
Ataka Helipad,RU,,
Kemerovo Severny Airport,RU,Kemerovo,
Yuzhnaya Airfield,RU,Berdsk,
Iskitim Airfield,RU,Iskitim,
Sibirskiy Heliport,RU,Sibirskiy,
Nazarovo Airport,RU,Nazarovo,
Uzhur Airport,RU,Uzhur,
Maryanovka Airfield,RU,Maryanovka,
Krasnoozyorsk Airport,RU,Krasnoozyorskoye,
Shadrinsk Helipad,RU,Shadrinsk,
Abzakovo Helipad,RU,Abzakovo,
Gora Pashina Heliport,RU,Chebarkul,
Gurban Helipad,RU,,
Bunkovo Heliport,RU,Istra,
Krasny Posyolok Airfield,RU,,
Nakhabino Helipad,RU,Nakhabino,
Mitino Heliport,RU,Putilkovo,
City Clinical Hospital No.36 Helipad,RU,Moscow,
Grachi Helipad,RU,Ilinskoye,
Voskresensk Airstrip,RU,Voskresensk,
Mavrino Helipad,RU,,
Burny Airfield,RU,Solovyovo,
Bolshoy Lutsk Airstrip,RU,Kingisepp,
Valday Helipad,RU,,
Suzdal Airport,RU,Suzdal,
Novinki Airport,RU,Novinki,
Polyany Helipad,RU,Kolomna,
Beloomut Airfield,RU,Beloomut,
Seltsy Airfield,RU,Seltsy,
Gelendzhik Seaplane Base,RU,Gelendzhik,
Kochubeyevskoye Airport,RU,Kochubeyevskoye,
Tatsinskaya Airfield,RU,Tatsinskaya,
Rostov-na-Donu Tsentralny Air Base,RU,Rostov-na-Donu,
Rostov-na-Donu Severny Heliport,RU,Rostov-na-Donu,
Svetlograd Airfield,RU,Svetlograd,
Monino Airfield,RU,Moscow,
Kalininskiy Airfield,RU,Budyonnovsk,
Makhachkala-1 Airfield,RU,Makhachkala,
Khunzakh Airport,RU,Khunzakh,
Tlyarata Helipad,RU,Tlyarata,
Akhtubinsk Air Base,RU,Akhtubinsk,
Osypnoy Bugor Airfield,RU,Astrakhan,
Tri Protoka Airfield,RU,Astrakhan,
Kuznetsk Airport,RU,Kuznetsk,
Volzhskiy Utyos Helipad,RU,Usolye,
Volsk Airfield,RU,Volsk,
Novosyolki Airport,RU,Novosyolki,
Golovino Airport,RU,Golovino,
Bor Heliport,RU,Odintsovo,
Noginsk Helicopter Base,RU,Noginsk,
Utkina Zavod Helipad,RU,Saint Petersburg,
Vikhrevo Airfield,RU,Sergiyev Posad,
Zvezda Airfield,RU,Chapayevsk,
Krasny Yar Airport,RU,Krasny Yar,
Kovdor Airport,RU,Kovdor,
Kitsa Airfield,RU,Pushnoy,
Okunev Nos Airport,RU,Okunev Nos,
Korzhevskiy Airstrip,RU,Korzhevskiy,
Kiyevskoye Airstrip,RU,Kiyevskoye,
Yablonovskiy Airstrip,RU,Yablonovskiy,
Dolzhanskaya Airfield,RU,Dolzhanskaya,
Olginskaya Airstrip,RU,Olginskaya,
Medvedkovskaya Airstrip,RU,Medvedkovskaya,
Yelizavetinskaya Airstrip,RU,Yelizavetinskaya,
Osechki Airstrip,RU,Novotitarovskaya,
Novotitarovskaya Airstrip,RU,Novotitarovskaya,
Novodmitriyevskaya Airstrip,RU,Novodmitriyevskaya,
Rodnikovskaya Airstrip,RU,Rodnikovskaya,
Kusino Airfield,RU,Kusino,
Yastrebino Airstrip,RU,Bolshaya Pustomerzha,
Glazhevo Airstrip,RU,Glazhevo,
Chernogolovka Airfield,RU,Chernogolovka,
Panino Airstrip,RU,Panino,
Negoditsy Airstrip,RU,Begunitsy,
Borshchovo Airstrip,RU,Oredezh,
Smychkovo Airfield,RU,Dzerzhinskogo,
Lyubytino Airstrip,RU,Lyubytino,
Okulovka Airport,RU,Okulovka,
Ozyorny Heliport,RU,Ozyorny,
Maksatikha Airport,RU,Maksatikha,
Staritsa Airstrip,RU,Staritsa,
Otradnaya Airport,RU,Otradnaya,
Mostovskoy Airfield,RU,Mostovskoy,
Labinsk Airport,RU,Labinsk,
Kurganinsk Airport,RU,Kurganinsk,
Kislovodsk Airport,RU,Kislovodsk,
